start,end,prefix_start4,prefix_end4,first_digit,operator_hint,raw
63640000,63689999,6364,6368,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
63690000,63699999,6369,6369,6,Multibyte Info Technology Limited 博元訊息科技有限公司,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
63700000,63799999,6370,6379,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63800000,63899999,6380,6389,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
63900000,63999999,6390,6399,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64000000,64099999,6400,6409,6,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
64100000,64199999,6410,6419,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64200000,64299999,6420,6429,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64300000,64399999,6430,6439,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
64400000,64499999,6440,6449,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
64500000,64511999,6450,6451,6,CITIC Telecom International Limited中信國際電訊有限公司,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64512000,64519999,6451,6451,6,CITIC Telecom International Limited中信國際電訊有限公司,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64520000,64529999,6452,6452,6,CITIC Telecom International Limited中信國際電訊有限公司,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64530000,64599999,6453,6459,6,CITIC Telecom International Limited中信國際電訊有限公司,Mobile Service 流動服務 CITIC Telecom International Limited中信國際電訊有限公司
64600000,64699999,6460,6469,6,✓  SmarTone Mobile Communications Limited 數碼通電訊有限公司,✓ Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
64700000,64799999,6470,6479,6,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
64800000,64899999,6480,6489,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
64900000,64999999,6490,6499,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65000000,65099999,6500,6509,6,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
65100000,65199999,6510,6519,6,China-Hongkong Telecom Limited 中港通電訊有限公司,Mobile Service 流動服務 China-Hongkong Telecom Limited 中港通電訊有限公司
65200000,65299999,6520,6529,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65300000,65399999,6530,6539,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65400000,65499999,6540,6549,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
65500000,65599999,6550,6559,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65600000,65699999,6560,6569,6,✓  China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,✓ Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
65700000,65799999,6570,6579,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
65800000,65899999,6580,6589,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
65900000,65999999,6590,6599,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66000000,66099999,6600,6609,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66100000,66199999,6610,6619,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66200000,66299999,6620,6629,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66300000,66399999,6630,6639,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66400000,66499999,6640,6649,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66500000,66599999,6650,6659,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66600000,66639999,6660,6663,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66640000,66659999,6664,6665,6,China Telecom Global Limited 中國電信國際有限公司,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
66700000,66799999,6670,6679,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66800000,66899999,6680,6689,6,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
66900000,66999999,6690,6699,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67000000,67099999,6700,6709,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67100000,67199999,6710,6719,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67200000,67299999,6720,6729,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
67300000,67399999,6730,6739,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67400000,67499999,6740,6749,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67500000,67599999,6750,6759,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67600000,67699999,6760,6769,6,✓  China Mobile Hong Kong Company Limited 中國移動香港有限公司,✓ Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67700000,67799999,6770,6779,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67800000,67859999,6780,6785,6,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67900000,67999999,6790,6799,6,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
68000000,68099999,6800,6809,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
68100000,68199999,6810,6819,6,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
68200000,68299999,6820,6829,6,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
84000000,84099999,8400,8409,8,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
84100000,84199999,8410,8419,8,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
84200000,84299999,8420,8429,8,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
84300000,84399999,8430,8439,8,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
84400000,84429999,8440,8442,8,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
84800000,84809999,8480,8480,8,China Telecom Global Limited 中國電信國際有限公司,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
84810000,84819999,8481,8481,8,Sun Mobile Limited 新移動通訊有限公司,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
84820000,84829999,8482,8482,8,Sun Mobile Limited 新移動通訊有限公司,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
84830000,84839999,8483,8483,8,China Telecom Global Limited 中國電信國際有限公司,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
90100000,90199999,9010,9019,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
90200000,90299999,9020,9029,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90300000,90399999,9030,9039,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90400000,90499999,9040,9049,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
90500000,90599999,9050,9059,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
90600000,90699999,9060,9069,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
90700000,90799999,9070,9079,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90800000,90899999,9080,9089,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90900000,90999999,9090,9099,9,✓  Hong Kong Telecommunications (HKT) Limited,✓ Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91000000,91099999,9100,9109,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91200000,91299999,9120,9129,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
91300000,91399999,9130,9139,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91400000,91499999,9140,9149,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
91500000,91599999,9150,9159,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91600000,91699999,9160,9169,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91700000,91799999,9170,9179,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91800000,91899999,9180,9189,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91900000,91999999,9190,9199,9,✓  Hong Kong Telecommunications (HKT) Limited,✓ Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92000000,92099999,9200,9209,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
92100000,92199999,9210,9219,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92200000,92299999,9220,9229,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
92300000,92399999,9230,9239,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92400000,92499999,9240,9249,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
92500000,92599999,9250,9259,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92600000,92699999,9260,9269,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92700000,92799999,9270,9279,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92800000,92899999,9280,9289,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
92900000,92909999,9290,9290,9,Multibyte Info Technology Limited 博元訊息科技有限公司,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
92910000,92919999,9291,9291,9,Sun Mobile Limited 新移動通訊有限公司,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
92930000,92999999,9293,9299,9,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
93000000,93099999,9300,9309,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
93100000,93199999,9310,9319,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
93200000,93299999,9320,9329,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93300000,93399999,9330,9339,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
93400000,93499999,9340,9349,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
93500000,93599999,9350,9359,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93600000,93699999,9360,9369,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93700000,93799999,9370,9379,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93800000,93899999,9380,9389,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
93900000,93919999,9390,9391,9,Sun Mobile Limited 新移動通訊有限公司,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
93940000,93999999,9394,9399,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
94000000,94099999,9400,9409,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
94100000,94199999,9410,9419,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94200000,94299999,9420,9429,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94300000,94399999,9430,9439,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94400000,94499999,9440,9449,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94500000,94599999,9450,9459,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94600000,94699999,9460,9469,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
94700000,94799999,9470,9479,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94800000,94899999,9480,9489,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94900000,94999999,9490,9499,9,✓  Hutchison Telephone Company Limited 和記電話有限公司,✓ Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95000000,95099999,9500,9509,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95100000,95199999,9510,9519,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
95200000,95299999,9520,9529,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95300000,95399999,9530,9539,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95400000,95499999,9540,9549,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
95500000,95599999,9550,9559,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95600000,95699999,9560,9569,9,China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
95700000,95799999,9570,9579,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95800000,95899999,9580,9589,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
95900000,95949999,9590,9594,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95960000,95979999,9596,9597,9,China Telecom Global Limited 中國電信國際有限公司,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
96000000,96099999,9600,9609,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
96100000,96199999,9610,9619,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96200000,96299999,9620,9629,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96300000,96399999,9630,9639,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
96400000,96499999,9640,9649,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96500000,96599999,9650,9659,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96600000,96699999,9660,9669,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
96700000,96799999,9670,9679,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
96800000,96899999,9680,9689,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
96900000,96999999,9690,9699,9,✓  China-Hongkong Telecom Limited 中港通電訊有限公司,✓ Mobile Service 流動服務 China-Hongkong Telecom Limited 中港通電訊有限公司
97000000,97099999,9700,9709,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97100000,97199999,9710,9719,9,China Mobile Hong Kong Company Limited 中國移動香港有限公司,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
97200000,97299999,9720,9729,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
97300000,97399999,9730,9739,9,SmarTone Mobile Communications Limited 數碼通電訊有限公司,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
97400000,97499999,9740,9749,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97500000,97599999,9750,9759,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97600000,97699999,9760,9769,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97700000,97799999,9770,9779,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97800000,97899999,9780,9789,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97900000,97999999,9790,9799,9,✓  China Mobile Hong Kong Company Limited 中國移動香港有限公司,✓ Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
98000000,98099999,9800,9809,9,Hong Kong Telecommunications (HKT) Limited,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
98100000,98199999,9810,9819,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
98200000,98299999,9820,9829,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
98300000,98399999,9830,9839,9,Hutchison Telephone Company Limited 和記電話有限公司,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
