start,end,prefix_start4,prefix_end4,service,raw
66100000,66199999,6610,6619,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66200000,66299999,6620,6629,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66300000,66399999,6630,6639,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66400000,66499999,6640,6649,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66500000,66599999,6650,6659,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
66600000,66639999,6660,6663,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
66640000,66659999,6664,6665,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
66660000,66669999,6666,6666,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
66670000,66699999,6667,6669,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
66700000,66799999,6670,6679,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
66800000,66899999,6680,6689,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
66900000,66999999,6690,6699,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67000000,67099999,6700,6709,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67100000,67199999,6710,6719,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67200000,67299999,6720,6729,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
67300000,67399999,6730,6739,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67400000,67499999,6740,6749,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67500000,67599999,6750,6759,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67600000,67699999,6760,6769,Unknown,✓ Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67700000,67799999,6770,6779,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
67800000,67859999,6780,6785,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
67860000,67889999,6786,6788,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
67890000,67899999,6789,6789,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
67900000,67999999,6790,6799,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
68000000,68099999,6800,6809,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
68100000,68199999,6810,6819,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
68200000,68299999,6820,6829,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
68300000,68399999,6830,6839,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用 Containing Ported Number
69899999,69999999,6989,6999,Unknown,8
71119000,71119999,7111,7111,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71120000,71122999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71123000,71123999,7112,7112,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71124000,71127999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71128000,71128999,7112,7112,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71129000,71129999,7112,7112,Unknown,Paging Service 傳呼服務 ** Spare 備用
71130000,71159999,7113,7115,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71160000,71160999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71161000,71161999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71162000,71162999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71163000,71163999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71164000,71164999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71165000,71165999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
71166000,71166999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71167000,71167999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71168000,71168999,7116,7116,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
71169000,71169999,7116,7116,Unknown,Paging Service 傳呼服務 ** Spare 備用
71170000,71689999,7117,7168,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71690000,71699999,7169,7169,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
71700000,71709999,7170,7170,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
71710000,71719999,7171,7171,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
71720000,72219999,7172,7221,Unknown,Mobile Service 流動服務 ** Spare 備用
72220000,72229999,7222,7222,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72230000,72249999,7223,7224,Unknown,Mobile Service 流動服務 ** Spare 備用
72250000,72259999,7225,7225,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72260000,72379999,7226,7237,Unknown,Mobile Service 流動服務 ** Spare 備用
72380000,72389999,7238,7238,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72390000,72719999,7239,7271,Unknown,Mobile Service 流動服務 ** Spare 備用
72720000,72729999,7272,7272,Unknown,✓ Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72730000,72879999,7273,7287,Unknown,Mobile Service 流動服務 ** Spare 備用
72880000,72889999,7288,7288,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
72890000,72909999,7289,7290,Unknown,Mobile Service 流動服務 ** Spare 備用
72910000,72919999,7291,7291,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
72920000,72929999,7292,7292,Unknown,Mobile Service 流動服務 ** Spare 備用
72930000,72939999,7293,7293,Unknown,Paging Service 傳呼服務 ** Spare - open for application 備用/供申請使用
72940000,73049999,7294,7304,Unknown,Mobile Service 流動服務 ** Spare 備用
73050000,73059999,7305,7305,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73060000,73069999,7306,7306,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73070000,73079999,7307,7307,Unknown,Mobile Service 流動服務 ** Spare 備用
73080000,73089999,7308,7308,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
73090000,73209999,7309,7320,Unknown,Mobile Service 流動服務 ** Spare 備用
73210000,73219999,7321,7321,Unknown,Paging Service 傳呼服務 Telecom Digital Data Limited 電訊數碼信息有限公司
81000000,81099999,8100,8109,Personal Number,Personal Number Service 個人號碼服務 PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited
81100000,81199999,8110,8119,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司
81200000,81299999,8120,8129,Personal Number,Personal Number Service 個人號碼服務 HGC Global Communications Limited 環球全域電訊有限公司
81300000,81399999,8130,8139,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司
81400000,81499999,8140,8149,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
81500000,81599999,8150,8159,Unknown,Mobile Service 流動服務 ** Spare 備用
81600000,81671999,8160,8167,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
81672000,81672999,8167,8167,Unknown,Mobile Service 流動服務 ** Spare 備用
81673000,81699999,8167,8169,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
81700000,81799999,8170,8179,Personal Number,Personal Number Service 個人號碼服務 HGC Global Communications Limited 環球全域電訊有限公司
81800000,81809999,8180,8180,Unknown,Mobile Service 流動服務 ** Spare 備用
81810000,81819999,8181,8181,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
81820000,81899999,8182,8189,Unknown,Mobile Service 流動服務 ** Spare 備用
81900000,81999999,8190,8199,Personal Number,Personal Number Service 個人號碼服務 HGC Global Communications Limited 環球全域電訊有限公司
82000000,82099999,8200,8209,Personal Number,Personal Number Service 個人號碼服務 PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited
82100000,82199999,8210,8219,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司
82200000,82299999,8220,8229,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司
82300000,82399999,8230,8239,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司
82400000,82499999,8240,8249,Unknown,Mobile Service 流動服務 ** Spare 備用
82500000,82599999,8250,8259,Unknown,Mobile Service 流動服務 ** Spare 備用
82600000,82678999,8260,8267,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
82679000,82679999,8267,8267,Unknown,Mobile Service 流動服務 ** Spare 備用
82680000,82699999,8268,8269,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
82700000,82749999,8270,8274,Unknown,Mobile Service 流動服務 ** Spare 備用
82750000,82799999,8275,8279,Unknown,Mobile Service 流動服務 ** Spare 備用
82800000,82819999,8280,8281,Unknown,Mobile Service 流動服務 ** Spare 備用
82820000,82829999,8282,8282,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
82830000,82899999,8283,8289,Unknown,Mobile Service 流動服務 ** Spare 備用
82900000,82999999,8290,8299,Unknown,Mobile Service 流動服務 ** Spare 備用
83000000,83099999,8300,8309,Personal Number,Personal Number Service 個人號碼服務 PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited
83100000,83199999,8310,8319,Unknown,Mobile Service 流動服務 ** Spare 備用
83200000,83200999,8320,8320,Personal Number,Personal Number Service 個人號碼服務 ComNet Telecom (HK) Limited 信通電話(香港)有限公司
83201000,83209999,8320,8320,Unknown,Mobile Service 流動服務 ** Spare 備用
83210000,83249999,8321,8324,Unknown,Mobile Service 流動服務 ** Spare 備用
83250000,83289999,8325,8328,Unknown,Mobile Service 流動服務 ** Spare 備用
83290000,83299999,8329,8329,Personal Number,Personal Number Service 個人號碼服務 SmarTone Communications Limited
83300000,83399999,8330,8339,Personal Number,Personal Number Service 個人號碼服務 HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司
83400000,83499999,8340,8349,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
83500000,83599999,8350,8359,Unknown,Mobile Service 流動服務 ** Spare 備用
83600000,83699999,8360,8369,Unknown,Mobile Service 流動服務 ** Spare 備用
83700000,83705999,8370,8370,Personal Number,Personal Number Service 個人號碼服務 Hong Kong Broadband Network Limited 香港寬頻網絡有限公司
83706000,83709999,8370,8370,Unknown,Mobile Service 流動服務 ** Spare 備用
83710000,83799999,8371,8379,Unknown,Mobile Service 流動服務 ** Spare 備用
83800000,83829999,8380,8382,Unknown,Mobile Service 流動服務 ** Spare 備用
83830000,83839999,8383,8383,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
83840000,83899999,8384,8389,Unknown,Mobile Service 流動服務 ** Spare 備用
83900000,83999999,8390,8399,Unknown,Mobile Service 流動服務 ** Spare 備用
84000000,84099999,8400,8409,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
84100000,84199999,8410,8419,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
84200000,84299999,8420,8429,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
84300000,84399999,8430,8439,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
84400000,84429999,8440,8442,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
84430000,84799999,8443,8479,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
84800000,84809999,8480,8480,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
84810000,84819999,8481,8481,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
84820000,84829999,8482,8482,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
84830000,84839999,8483,8483,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
84840000,84849999,8484,8484,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
89899999,89999999,8989,8999,Unknown,8
90100000,90199999,9010,9019,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
90200000,90299999,9020,9029,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90300000,90399999,9030,9039,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90400000,90499999,9040,9049,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
90500000,90599999,9050,9059,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
90600000,90699999,9060,9069,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
90700000,90799999,9070,9079,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90800000,90899999,9080,9089,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
90900000,90999999,9090,9099,Unknown,✓ Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91000000,91099999,9100,9109,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91200000,91299999,9120,9129,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
91300000,91399999,9130,9139,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91400000,91499999,9140,9149,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
91500000,91599999,9150,9159,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91600000,91699999,9160,9169,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91700000,91799999,9170,9179,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
91800000,91899999,9180,9189,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
91900000,91999999,9190,9199,Unknown,✓ Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92000000,92099999,9200,9209,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
92100000,92199999,9210,9219,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92200000,92299999,9220,9229,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
92300000,92399999,9230,9239,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92400000,92499999,9240,9249,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
92500000,92599999,9250,9259,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92600000,92699999,9260,9269,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92700000,92799999,9270,9279,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
92800000,92899999,9280,9289,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
92900000,92909999,9290,9290,Unknown,Mobile Service 流動服務 Multibyte Info Technology Limited 博元訊息科技有限公司
92910000,92919999,9291,9291,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
92920000,92929999,9292,9292,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
92930000,92999999,9293,9299,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
93000000,93099999,9300,9309,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
93100000,93199999,9310,9319,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
93200000,93299999,9320,9329,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93300000,93399999,9330,9339,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
93400000,93499999,9340,9349,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
93500000,93599999,9350,9359,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93600000,93699999,9360,9369,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93700000,93799999,9370,9379,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
93800000,93899999,9380,9389,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
93900000,93919999,9390,9391,Unknown,Mobile Service 流動服務 Sun Mobile Limited 新移動通訊有限公司
93920000,93929999,9392,9392,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
93930000,93939999,9393,9393,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
93940000,93999999,9394,9399,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
94000000,94099999,9400,9409,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
94100000,94199999,9410,9419,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94200000,94299999,9420,9429,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94300000,94399999,9430,9439,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94400000,94499999,9440,9449,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94500000,94599999,9450,9459,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
94600000,94699999,9460,9469,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
94700000,94799999,9470,9479,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94800000,94899999,9480,9489,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
94900000,94999999,9490,9499,Unknown,✓ Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95000000,95099999,9500,9509,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95100000,95199999,9510,9519,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
95200000,95299999,9520,9529,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95300000,95399999,9530,9539,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95400000,95499999,9540,9549,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
95500000,95599999,9550,9559,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95600000,95699999,9560,9569,Unknown,Mobile Service 流動服務 China Unicom (Hong Kong) Operations Limited 中國聯通(香港)運營有限公司
95700000,95799999,9570,9579,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
95800000,95899999,9580,9589,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
95900000,95949999,9590,9594,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
95950000,95959999,9595,9595,Unknown,✓ Mobile Service 流動服務 ** Reserved 預留
95960000,95979999,9596,9597,Unknown,Mobile Service 流動服務 China Telecom Global Limited 中國電信國際有限公司
95980000,95999999,9598,9599,Unknown,Mobile Service 流動服務 ** Spare - open for application 備用/供申請使用
96000000,96099999,9600,9609,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
96100000,96199999,9610,9619,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96200000,96299999,9620,9629,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96300000,96399999,9630,9639,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
96400000,96499999,9640,9649,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96500000,96599999,9650,9659,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
96600000,96699999,9660,9669,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
96700000,96799999,9670,9679,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
96800000,96899999,9680,9689,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
96900000,96999999,9690,9699,Unknown,✓ Mobile Service 流動服務 China-Hongkong Telecom Limited 中港通電訊有限公司
97000000,97099999,9700,9709,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97100000,97199999,9710,9719,Unknown,Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
97200000,97299999,9720,9729,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
97300000,97399999,9730,9739,Unknown,Mobile Service 流動服務 SmarTone Mobile Communications Limited 數碼通電訊有限公司
97400000,97499999,9740,9749,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97500000,97599999,9750,9759,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
97600000,97699999,9760,9769,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97700000,97799999,9770,9779,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97800000,97899999,9780,9789,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
97900000,97999999,9790,9799,Unknown,✓ Mobile Service 流動服務 China Mobile Hong Kong Company Limited 中國移動香港有限公司
98000000,98099999,9800,9809,Unknown,Mobile Service 流動服務 Hong Kong Telecommunications (HKT) Limited
98100000,98199999,9810,9819,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
98200000,98299999,9820,9829,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
98300000,98399999,9830,9839,Unknown,Mobile Service 流動服務 Hutchison Telephone Company Limited 和記電話有限公司
